example_id,title,abstract,stage_2_true,stage_3_true,stage_2_binary,stage_3_binary,llm_score,llm_decision,stage2_llm_binary,stage3_llm_binary,llm_reasoning,experiment_id,dataset_source,system_prompt_id,user_prompt_id,model,temperature,timestamp
11,{Communication and Exchange of Specialized Health-Related Support Among People With Experiential Similarity on FACEBOOK},"Social support is an important factor that shapes how people cope with illness, and health-related communication among peers managing the same illness (network ties with experiential similarity) offers specialized information, resources, and emotional support. Facebook has become a ubiquitous part of many Americans' lives, and may offer a way for patients and caregivers experiencing a similar illness to exchange specialized health-related support. However, little is known about the content of communication among people who have coped with the same illness on personal Facebook pages. We conducted a content analysis of 12 months of data from 18 publicly available Facebook pages hosted by parents of children with acute lymphoblastic leukemia, focusing on communication between users who self-identified as parents of pediatric cancer patients. Support exchanges between users with experiential similarity contained highly specialized health-related information, including information about health services use, symptom recognition, compliance, medication use, treatment protocols, and medical procedures. Parents also exchanged tailored emotional support through comparison, empathy, encouragement, and hope. Building upon previous research documenting that social media use can widen and diversify support networks, our findings show that cancer caregivers access specialized health-related informational and emotional support through communication with others who have experienced the same illness on personal Facebook pages. These findings have implications for health communication practice and offer evidence to tailor M-Health interventions that leverage existing social media platforms to enhance peer support for patients and caregivers. {\textcopyright} 2017 Taylor {\&} Francis.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Here's the evaluation based on the provided criteria:

- **IC1 (Empirical or theoretical research):** The study is empirical as it involves a content analysis of Facebook pages. However, the focus is on health-related communication, not political communication or media diversity.

- **IC2 (Media content or market analysis):** While the study involves media content (Facebook pages), it is centered on health communication rather than political communication or media market analysis.

- **IC3 (Diversity analysis in media):** The abstract does not address diversity analysis in media. It focuses on health-related support and communication among parents of children with leukemia, not on media diversity concepts like filter bubbles, echo chambers, or newsroom diversity.

- **EC1 (Non-peer-reviewed content):** The abstract is from a peer-reviewed source (Taylor & Francis), so this exclusion criterion does not apply.

- **EC2 (No media content/market focus):** The study does focus on media content (Facebook), but not in the context of political communication or media market analysis.

- **EC3 (Media as context only):** The media (Facebook) is central to the study, but the focus is on health communication, not political communication or media diversity.

- **EC4 (Fictional media content):** The study does not involve fictional media content.

- **EC5 (No diversity focus):** The study does not focus on diversity in media; it focuses on health-related support exchanges.

- **EC6 (Non-media diversity focus):** The study does not address media diversity; it focuses on health-related support.

- **EC7 (Peripheral diversity mention):** There is no mention of media diversity in the abstract.

- **EC8 (Superficial diversity reference):** There is no reference to media diversity concepts.

Overall, the abstract is not relevant to the systematic literature review on media diversity in political communication, as it does not address any aspect of media diversity or political communication.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:02:46.125824
12,"{Right to be forgotten: How national identity, political orientation, and capitalist ideology structured a trans-atlantic debate on information access and control}","This study examines U.S. and British media coverage of the right to be
forgotten in the light of their legal approaches and public attitudes
toward privacy. Algorithmic and qualitative textual analysis techniques
are combined to uncover the ideologies and interests that structure the
discourse and shape its outcome. The analysis reveals that U.S. media,
irrespective of their perceived liberal or conservative orientation,
treat users' online privacy as subservient to the business interests of
technology companiesin line with the country's lax legal approach. The
coverage is more diverse in Britain, where the legal concept of privacy
is also more stringent.",True,False,1,0,2,2,0,0,"**Relevance Score:** 2

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract indicates empirical research through the use of algorithmic and qualitative textual analysis techniques. This criterion is met.

- **IC2 (Media content or market analysis):** The study examines media coverage, which aligns with media content analysis. This criterion is met.

- **IC3 (Diversity analysis in media):** The abstract does not explicitly mention diversity analysis in terms of media diversity, such as filter bubbles, echo chambers, or newsroom diversity. The focus is on privacy and business interests rather than diversity. This criterion is not met.

- **EC1 (Non-peer-reviewed content):** There is no indication that the content is non-peer-reviewed. This criterion is not applicable.

- **EC2 (No media content/market focus):** The abstract does focus on media content, so this exclusion criterion is not applicable.

- **EC3 (Media as context only):** Media is central to the analysis, not just a context, so this criterion is not applicable.

- **EC4 (Fictional media content):** The study does not focus on fictional media content. This criterion is not applicable.

- **EC5 (No diversity focus):** The abstract lacks a focus on diversity in media, which is a key exclusion criterion. This criterion is met.

- **EC6 (Non-media diversity focus):** The abstract does not focus on diversity in media, which aligns with this exclusion criterion. This criterion is met.

- **EC7 (Peripheral diversity mention):** There is no mention of diversity, peripheral or otherwise, in the abstract. This criterion is not applicable.

- **EC8 (Superficial diversity reference):** There is no superficial reference to diversity in the abstract. This criterion is not applicable.

Overall, while the abstract meets some criteria related to empirical research and media content analysis, it lacks a focus on media diversity, which is central to the inclusion criteria. Therefore, it is minimally relevant to the systematic literature review on media diversity in political communication.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:02:56.770975
13,{Towards DIVERSity in young adult fiction: Australian YA authors' publishing experiences and its implications for YA librarians and readers' advisory services},"Based on a study of Australian young adult (YA) fiction authors, this paper argues that it is necessary for publishers, booksellers, and YA librarians to pay attention to the global movement towards diversity: diversity within their own organisations, diversity among authors they publish, stock, or collect, and representations of diversity within YA fiction. The mainstream attention to diversity has particularly focused on media for young people, with advocates stating that children and teenagers from traditionally marginalised communities deserve to see their own experiences reflected and validated in the media they consume. This paper looks at diversity in writing and traditional publishing through interviews with Australian YA authors (conducted in 2016) from traditionally marginalised or unacknowledged communities, especially as it relates to their transition from reader to writer, and their experience of the publishing journey. A critical discourse analysis of the interviews point to a need for more diversity representations in YA fiction, and also the need for a change in industry practices to enable this, including publishing, bookselling, and library practices. Abbreviations: YA - Young Adult Fiction WNDB - We Need Diverse Books CDA - Critical Discourse Analysis. {\textcopyright} 2018, {\textcopyright} 2018 Australian Library {\&} Information Association.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract indicates empirical research through interviews with Australian YA authors, which aligns with IC1. However, this is not sufficient for inclusion as it must also meet other criteria.
  
- **IC2 (Media content or market analysis):** The focus of the abstract is on young adult fiction, which falls under fictional media content. This does not meet the requirement for media content or market analysis as specified in IC2, which excludes fictional TV shows, movies, and games.

- **IC3 (Diversity analysis in media):** While the abstract discusses diversity, it is specifically about diversity in young adult fiction, which is fictional content. This does not align with the requirement for diversity analysis in media as defined by IC3, which focuses on non-fictional media content.

- **EC4 (Fictional media content):** The abstract is centered on young adult fiction, which is explicitly excluded under EC4 as it focuses on fictional media content.

- **EC5 (No diversity focus):** Although the abstract discusses diversity, it is in the context of fictional media, which is not the focus of the systematic review.

Overall, the abstract does not meet the inclusion criteria due to its focus on fictional media content, which is explicitly excluded. Therefore, it is rated as ""Not Relevant"" with a score of 1.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:03:04.083592
14,{Reinventing the heights: the origins of rockclimbing culture in Australia},"Australian rockclimbing culture and climbers have been imagined in a
particular way with the late nineteenth- and early twentieth-century
press playing a key role. Australian landscapes, including mountains,
were incorporated into Indigenous cosmology for millennia before
Aboriginal people discovered Europeans. But with the colonial invasion,
the very nature of the landscape in the new colony meant that climbing
culture was bound to take on a different persona from its European
antecedent and undergo a rethinking or reinvention process. Figuring
strongly in this discursive reconstruction was the particular geography
of one region in Australia - southeast Queensland - with its diverse
collection of volcanic peaks within range of a major population centre,
along with a climate that encouraged the emergence of a set of
complementary leisure activities. This article explores the emergence of
rockclimbing culture in Australia from a range of often competing and
contradictory discourses - Aboriginal cosmology, a unique landscape, the
influence of the European idea of climbing and charismatic, visionary
individuals. From the turn of the twentieth century, the role of local
newspapers and magazines was a crucial element in this imagining process
creating briefly a space for female climbers that has only recently been
reclaimed. From the late 1880s, and particularly during the 1920s and
1930s, press reports of climbing and associated activities offered new
ways of conceptualizing mountains and their place in shaping Australian
culture.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Here's the evaluation based on the criteria:

- **IC1 (Empirical or theoretical research):** The abstract does not indicate empirical research or theoretical framework development related to media diversity or political communication. It focuses on the cultural history of rock climbing in Australia.

- **IC2 (Media content or market analysis):** While the abstract mentions the role of local newspapers and magazines, the focus is not on media content or market analysis. The media is used as a context to discuss the cultural development of rock climbing, not as a central subject of analysis.

- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in media. The abstract does not discuss concepts like filter bubbles, echo chambers, or media market diversity.

- **EC1 (Non-peer-reviewed content):** The abstract does not specify the peer-review status, but this is not the primary reason for exclusion.

- **EC2 (No media content/market focus):** The abstract uses media as a context for cultural history, not as a primary focus.

- **EC3 (Media as context only):** The media is used as a context to discuss the cultural development of rock climbing, not as a central subject of analysis.

- **EC4 (Fictional media content):** Not applicable, as the abstract does not focus on fictional content.

- **EC5 (No diversity focus):** There is no focus on diversity in media; the abstract discusses cultural history and the role of media in shaping perceptions of rock climbing.

- **EC6 (Non-media diversity focus):** The abstract does not focus on media diversity.

- **EC7 (Peripheral diversity mention):** There is no mention of media diversity, even peripherally.

- **EC8 (Superficial diversity reference):** There is no reference to media diversity.

Overall, the abstract is not relevant to the systematic literature review's focus on media diversity in political communication.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:03:13.707978
15,{SCENT: Scalable Compressed Monitoring of Evolving Multirelational SOCIAL NETWORKs},"We propose SCENT, an innovative, scalable spectral analysis framework
for internet scale monitoring of multirelational social media data,
encoded in the form of tensor streams. In particular, a significant
challenge is to detect key changes in the social media data, which could
reflect important events in the real world, sufficiently quickly. Social
media data have three challenging characteristics. First, data sizes are
enormous; recent technological advances allow hundreds of millions of
users to create and share content within online social networks. Second,
social data are often multifaceted (i.e., have many dimensions of
potential interest, from the textual content to user metadata). Finally,
the data is dynamic; structural changes can occur at multiple time
scales and be localized to a subset of users. Consequently, a framework
for extracting useful information from social media data needs to scale
with data volume, and also with the number and diversity of the facets
of the data. In SCENT, we focus on the computational cost of structural
change detection in tensor streams. We extend compressed sensing (CS) to
tensor data. We show that, through the use of randomized tensor
ensembles, SCENT is able to encode the observed tensor streams in the
form of compact descriptors. We show that the descriptors allow very
fast detection of significant spectral changes in the tensor stream,
which also reduce data collection, storage, and processing costs.
Experiments over synthetic and real data show that SCENT is faster
(17.7x- 159x for change detection) and more accurate (above 0.9 F-score)
than baseline methods.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** The abstract for the paper titled ""{SCENT: Scalable Compressed Monitoring of Evolving Multirelational SOCIAL NETWORKs}"" does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Here's the evaluation based on the provided criteria:

- **IC1 (Empirical or theoretical research):** The abstract describes a technical framework (SCENT) for monitoring social media data, which could be considered empirical research. However, it does not focus on media diversity or political communication.
  
- **IC2 (Media content or market analysis):** The abstract focuses on the technical aspects of monitoring social media data rather than analyzing media content or markets. It does not discuss news media, non-fictional TV shows, or news articles.

- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in the abstract. Key terms related to diversity such as filter bubbles, echo chambers, pluralism, or media market diversity are absent.

- **EC1 (Non-peer-reviewed content):** The abstract does not indicate whether the content is peer-reviewed, but this is not a primary exclusion criterion here.

- **EC2 (No media content/market focus):** The focus is on the technical framework for monitoring social media data, not on media content or market analysis.

- **EC3 (Media as context only):** The abstract uses social media as a context for technical analysis, not as a central focus for media content or market analysis.

- **EC4 (Fictional media content):** Not applicable, as the abstract does not discuss fictional content.

- **EC5 (No diversity focus):** The abstract does not focus on diversity in any form.

- **EC6 (Non-media diversity focus):** There is no mention of diversity in media content or markets.

- **EC7 (Peripheral diversity mention):** There is no mention of diversity, peripheral or otherwise.

- **EC8 (Superficial diversity reference):** There is no reference to diversity, superficial or otherwise.

Overall, the abstract does not align with the focus on media diversity in political communication, and therefore, it is rated as ""Not Relevant"" with a score of 1.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:03:23.214610
16,{Understanding NEWS sharing in SOCIAL MEDIA: An explanation from the diffusion of innovations theory},"Purpose: The purpose of this paper is to draw from the diffusion of innovations theory to explore multi-levels of influences (i.e. individuals, networks, news attributes) on news sharing in social media. Design/methodology/approach: A survey was designed and administered to 309 respondents. Structural equation modelling analysis was conducted to examine the three levels of influential factors. These included self-perceptions of opinion leadership and seeking at the individual level, perceived tie strength and homophily at the network level, and finally, perceived news credibility and news preference at the news attribute level. Findings: The results revealed that the influences of self-perceptions of opinion leadership, perceived tie strength in online networks and perceived preference of online news had significant effects on users' news sharing intention in social media. However, self-perceptions of opinion seeking, homophily, and perceived news credibility were not significant. Originality/value: This is one of the first studies on news sharing in social media that focus on diverse levels of influential factors. In particular, the research suggests the viability of the diffusion of innovations theory to explain this pervasive global phenomenon. Further, the influential factors identified may help to stimulate active participation in social media platforms and ultimately enhance the sustainability of these platforms. {\textcopyright} Emerald Group Publishing Limited.",False,False,0,0,2,2,0,0,"**Relevance Score:** 2

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract indicates empirical research through a survey and structural equation modeling, which aligns with IC1.
  
- **IC2 (Media content or market analysis):** The focus is on news sharing in social media, which involves media content. However, the primary focus is on the diffusion of innovations theory rather than a direct analysis of media content or market, which weakly aligns with IC2.

- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in the abstract. The study focuses on influences on news sharing rather than diversity aspects such as filter bubbles, echo chambers, or media market diversity, failing to meet IC3.

- **EC1 (Non-peer-reviewed content):** The abstract does not indicate non-peer-reviewed content, so EC1 does not apply.

- **EC2 (No media content/market focus):** The study does focus on media content (news sharing), so EC2 does not apply.

- **EC3 (Media as context only):** The media is central to the analysis as it examines news sharing on social media, so EC3 does not apply.

- **EC4 (Fictional media content):** The study does not involve fictional media content, so EC4 does not apply.

- **EC5 (No diversity focus):** The abstract does not focus on diversity, which aligns with EC5 for exclusion.

- **EC6 (Non-media diversity focus):** The study does not focus on media diversity, aligning with EC6 for exclusion.

- **EC7 (Peripheral diversity mention):** There is no mention of diversity, peripheral or otherwise, aligning with EC7 for exclusion.

- **EC8 (Superficial diversity reference):** There is no superficial mention of diversity, aligning with EC8 for exclusion.

Overall, while the study is empirical and involves media content, it lacks a focus on diversity analysis, which is a critical inclusion criterion. Therefore, it is minimally relevant to the systematic literature review on media diversity in political communication.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:03:30.915570
17,{Reviewing person's value of privacy of online SOCIAL NETWORKing},"Purpose - The paper aims at a multi-faceted review of scholarly work,
analyzing the current state of empirical studies dealing with privacy
and online social networking (OSN) as well as the theoretical
``puzzle{\{}''{\}} of privacy approaches related to OSN usage from the
background of diverse disciplines. Drawing on a more pragmatic and
practical level, aspects of privacy management are presented as well.
Design/methodology/approach - Based on individual privacy concerns and
also publicly communicated threats, information privacy has become an
important topic of public and scholarly discussion. Beside diverse
positive aspects of OSN sites for users, their information is for
example also being used for data mining and profiling, pre-recruiting
information as well as economic espionage. This review highlights
information privacy mainly from an individual point-of-view, focusing on
the usage of OSN sites (OSNs).
Findings - This analysis of scholarly work shows the following findings:
first, adults seem to be more concerned about potential privacy threats
than younger users; second, policy makers should be alarmed by a large
part of users who underestimate risks of their information privacy on
OSNs; third, in the case of using OSNs and its services, traditional
one-dimensional privacy approaches fall short. Hence, findings of this
paper further highlight the necessity to focus on multidimensional and
multidisciplinary frameworks of privacy, for example considering a
so-called ``privacy calculus paradigm{\{}''{\}} and rethinking ``fair
information practices{\{}''{\}} from a more and more ubiquitous environment of
OSNs.
Originality/value - The results of the work presented in this paper give
new opportunities for research as well as suggestions for privacy
management issues for OSN providers and users.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Here's the evaluation based on the provided criteria:

- **IC1 (Empirical or theoretical research):** The abstract indicates a review of scholarly work, which suggests it is not original empirical or theoretical research but rather a meta-analysis or literature review. This does not meet the inclusion criteria for empirical or theoretical research.

- **IC2 (Media content or market analysis):** The focus of the abstract is on privacy concerns related to online social networking (OSN), not on media content or market analysis. It does not discuss news media, non-fictional TV shows, or news articles.

- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in media. The abstract focuses on privacy issues rather than diversity-related topics such as filter bubbles, echo chambers, or media market diversity.

- **EC1 (Non-peer-reviewed content):** The abstract suggests a review of scholarly work, which typically indicates a meta-analysis or literature review, both of which are excluded.

- **EC2 (No media content/market focus):** The abstract's focus is on privacy in online social networking, not on media content or market analysis.

- **EC3 (Media as context only):** The abstract uses media (OSN) as a context for discussing privacy, not as the central focus of analysis.

- **EC5 (No diversity focus):** The abstract does not focus on diversity; it centers on privacy concerns.

- **EC6 (Non-media diversity focus):** The abstract does not address diversity in media content or markets.

Overall, the abstract is not relevant to the systematic literature review's focus on media diversity in political communication, as it primarily addresses privacy issues in online social networking without any focus on media diversity.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:03:39.240200
18,{The 'urban age' in question},"Foreboding declarations about contemporary urban trends pervade early twenty-first century academic, political and journalistic discourse. Among the most widely recited is the claim that we now live in an 'urban age' because, for the first time in human history, more than half the world's population today purportedly lives within cities. Across otherwise diverse discursive, ideological and locational contexts, the urban age thesis has become a form of doxic common sense around which questions regarding the contemporary global urban condition are framed. This article argues that, despite its long history and its increasingly widespread influence, the urban age thesis is a flawed basis on which to conceptualize world urbanization patterns: it is empirically untenable (a statistical artifact) and theoretically incoherent (a chaotic conception). This critique is framed against the background of postwar attempts to measure the world's urban population, the main methodological and theoretical conundrums of which remain fundamentally unresolved in early twenty-first century urban age discourse. The article concludes by outlining a series of methodological perspectives for an alternative understanding of the contemporary global urban condition. {\textcopyright} 2013 Urban Research Publications Limited.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** The abstract titled ""The 'urban age' in question"" does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Here's the evaluation based on the provided criteria:

- **IC1 (Empirical or theoretical research):** The abstract does discuss theoretical perspectives, but it is focused on urbanization rather than media or political communication.
- **IC2 (Media content or market analysis):** The abstract does not involve any analysis of media content or media markets. It is centered on urbanization trends and the concept of the 'urban age.'
- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in media. The focus is on urbanization and its conceptualization, not on media diversity.

The abstract also meets several exclusion criteria:
- **EC2 (No media content/market focus):** The abstract does not focus on media content or markets.
- **EC3 (Media as context only):** Media is not even used as a context in this abstract.
- **EC5 (No diversity focus):** There is no focus on diversity, particularly in media.
- **EC6 (Non-media diversity focus):** The abstract does not address diversity in any context, media or otherwise.

Overall, the abstract is entirely outside the scope of the review, which is focused on media diversity in political communication. Therefore, it is rated as ""Not Relevant"" with a score of 1.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:03:45.365084
19,{Slack: Adopting Social-Networking Platforms for Active Learning},"Online learning in postsecondary institutions has increased dramatically across the United States and Canada. Although research demonstrates the benefits of online learning for student success, instructors face challenges in facilitating communication, delivering course content, and navigating outdated and cumbersome technologies. The authors examine the use of a free third-party platform called Slack as a tool to facilitate better communication among students and faculty, enable the delivery of diverse and dynamic course content, and reach students in an online course that supports both independent and collaborative learning. The authors present a case study of Slack's use in an online second-year environmental politics course taught at a large Canadian public university. There is a significant and growing literature on how to best engage students in online learning, including active and social learning models as promising approaches to digital teaching. The authors argue that using collaborative social technologies such as Slack - which both replicates and integrates the online and social-media environments that students already inhabit - can assist faculty in meeting their pedagogical goals online. The article documents the instructors' experience in managing discussion and involving students in their online learning through active learning exercises. Best practices are examined. {\textcopyright} 2018 American Political Science Association.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract describes a case study, which is empirical research. However, this alone is not sufficient for inclusion as it must also meet other criteria.
  
- **IC2 (Media content or market analysis):** The focus of the abstract is on the use of Slack, a social-networking platform, for educational purposes. It does not involve analysis of media content or media markets such as news media or non-fictional TV shows. Therefore, it does not meet this criterion.

- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in media. The abstract focuses on educational technology and pedagogy rather than media diversity.

- **EC1 (Non-peer-reviewed content):** The abstract is from a publication by the American Political Science Association, which suggests it is likely peer-reviewed. However, this is not a determining factor for exclusion in this case.

- **EC2 (No media content/market focus):** The abstract does not focus on media content or markets. It discusses educational technology, which is outside the scope of media content/market analysis.

- **EC3 (Media as context only):** The abstract uses Slack as a tool for educational purposes, not as a central focus of media analysis.

- **EC4 (Fictional media content):** Not applicable as the abstract does not discuss fictional media content.

- **EC5 (No diversity focus):** There is no focus on diversity in the abstract.

- **EC6 (Non-media diversity focus):** The abstract does not address diversity in media; it focuses on educational technology.

- **EC7 (Peripheral diversity mention):** There is no mention of diversity, peripheral or otherwise.

- **EC8 (Superficial diversity reference):** There is no reference to diversity, superficial or otherwise.

Overall, the abstract does not meet the inclusion criteria for a systematic literature review on media diversity in political communication, as it lacks a focus on media content/market analysis and diversity analysis in media.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:03:53.978631
20,{User-centered Design of Business Communities. The Influence of DIVERSity Factors on Motives to use Communities in Professional Settings},"The professional use and implementation of social media or social media related applications are booming. Solutions like business internal communities promise to connect employees in a more flexible way than old-fashioned mailing lists or static network drives ever could. New solutions are perceived to support communication independent from time and space and in allow a more flexible way of communicating direct as well as indirect through the offer of different communication media (chat, voice over IP, mail, blog, etc.). But in contrast to remarkably good application scenarios, reality is not keeping up. Therefore more investigations of usage conditions and acceptance parameters are needed to find out which showstoppers interfere with a successful implementation. Due to the fact that acceptance by future users is one core condition for a successful implementation of software within operational structures and processes, this paper presents a study with focus on motivational issues to use business communities depending on diversity factors. In this study the focus is set on the diversity factors age, gender, social media expertise, achievement motivation, and perceived locus of control over technology (ploc). First results revealed that the classical user diversity variables age and gender do not influence the motives to use business communities. In contrast technology related diversity factors and achievement motivation revealed correlations with usage motives (r {\textgreater}. 3). The most important motives were the need for information and autonomy. Achievement motivation showed the strongest correlation with the need for social interaction (r =. 51), indicating that highly motivated people can be motivated to use a SNS if it facilitates social interaction. {\textcopyright} 2015",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract does indicate empirical research by mentioning a study focused on motivational issues to use business communities. However, this alone is not sufficient for inclusion.
  
- **IC2 (Media content or market analysis):** The abstract does not focus on media content or market analysis. It discusses the use of social media applications in professional settings, which does not align with the focus on media content or market analysis as required by the criteria.

- **IC3 (Diversity analysis in media):** The abstract mentions diversity factors such as age, gender, and technology-related diversity factors, but these are in the context of user diversity in professional settings, not media diversity. The focus is on user characteristics influencing the use of business communities, not on diversity within media content or markets.

- **EC2 (No media content/market focus):** The abstract focuses on the use of social media applications in professional settings, which does not align with the required focus on media content or market analysis.

- **EC5 (No diversity focus):** While diversity is mentioned, it is in the context of user diversity (age, gender, etc.) rather than media diversity, which is the focus of the review.

- **EC6 (Non-media diversity focus):** The diversity focus is on user characteristics rather than diversity within media content or markets.

Overall, the abstract does not meet the inclusion criteria as it lacks a focus on media content or market analysis and does not address media diversity. The diversity mentioned is related to user characteristics in professional settings, not media diversity. Therefore, it is not relevant to the systematic literature review on media diversity in political communication.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:04:01.829873
21,{Downstream performance prediction for a manufacturing system using neural networks and six-sigma improvement techniques},"Intelligent techniques have been applied in a range of industrial environments [Meziane F, Vadera S, Kobbacy K, Proudlove N. Intelligent systems in manufacturing: current developments and future prospects. Integrated Manuf Syst 2000;11(4):218-38; Stephanopoulos G, Han C. Intelligent systems in process engineering: a review. Comput Chem Eng, 1996;20 (6-7):743-91; Johnston AB, Maguire LP, McGinnity TM. Using business improvement techniques to inform the optimisation of production cycle time: an industrial case study. Proceedings of the IEEE SMC UK-RI Chapter conference 2004 on intelligent cybernetic systems. September 7-8, 2004 ISSN:1744-9189; Proudlove NC, Vadera S, Kobbacy KAH. Intelligent management systems in operations: A review. J Oper Res Soc, 1998;49(7):682-99] although their implementation is not the first choice of many process engineers. In contrast process engineers in a diverse range of manufacturing environments regularly deploy business improvement techniques, such as the six-sigma methodology. Such techniques aim to control and subsequently identify the relationship between the process inputs and outputs so that a process engineer can more accurately predict how the process output shall perform based on the system inputs. Factors such as cost reduction, automatic process control or simply process prediction may be the defining factors in establishing prediction models. In this paper the authors use as a case study the manufacture of hard disc drives, from the developing of the read-write head to the recording media and the overall construction of the hard disc drive with its controlling mechanisms. Each of these stages are separate and complex-processing elements and integral to the functionality of the end product. In addition each of these stages of manufacturing may take days or weeks to complete and be processed in separate facilities and/or countries. This paper reports on the application of intelligent system techniques to improve the downstream performance prediction within this manufacturing environment. The application is guided by a six-sigma methodology to obtain improved performance. The results highlight that significant downstream prediction accuracy can be obtained using this hybrid approach. {\textcopyright} 2008 Elsevier Ltd. All rights reserved.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Here's the evaluation based on the provided criteria:

- **IC1 (Empirical or theoretical research):** While the abstract describes empirical research, it is focused on manufacturing systems and not on media or political communication.
- **IC2 (Media content or market analysis):** The abstract does not involve any analysis of media content or media markets. It is centered on manufacturing processes and performance prediction.
- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in media. The focus is on manufacturing and process improvement techniques, which are unrelated to media diversity.

**Exclusion Criteria:**
- **EC1 (Non-peer-reviewed content):** The abstract appears to be from a peer-reviewed source, but this is irrelevant as it does not meet other inclusion criteria.
- **EC2 (No media content/market focus):** The abstract does not focus on media content or markets, but rather on manufacturing systems.
- **EC3 (Media as context only):** Media is not even used as a context in this abstract.
- **EC4 (Fictional media content):** Not applicable, as the abstract does not deal with media content at all.
- **EC5 (No diversity focus):** There is no focus on diversity in any form.
- **EC6 (Non-media diversity focus):** The abstract does not address diversity in any context, media or otherwise.
- **EC7 (Peripheral diversity mention):** There is no mention of diversity.
- **EC8 (Superficial diversity reference):** There is no reference to diversity.

Overall, the abstract is completely outside the scope of the systematic literature review on media diversity in political communication, leading to a relevance score of 1.",009,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T11:04:12.230762
