example_id,title,abstract,stage_2_true,stage_3_true,stage_2_binary,stage_3_binary,llm_score,llm_decision,stage2_llm_binary,stage3_llm_binary,llm_reasoning,experiment_id,dataset_source,system_prompt_id,user_prompt_id,model,temperature,timestamp
11,{Communication and Exchange of Specialized Health-Related Support Among People With Experiential Similarity on FACEBOOK},"Social support is an important factor that shapes how people cope with illness, and health-related communication among peers managing the same illness (network ties with experiential similarity) offers specialized information, resources, and emotional support. Facebook has become a ubiquitous part of many Americans' lives, and may offer a way for patients and caregivers experiencing a similar illness to exchange specialized health-related support. However, little is known about the content of communication among people who have coped with the same illness on personal Facebook pages. We conducted a content analysis of 12 months of data from 18 publicly available Facebook pages hosted by parents of children with acute lymphoblastic leukemia, focusing on communication between users who self-identified as parents of pediatric cancer patients. Support exchanges between users with experiential similarity contained highly specialized health-related information, including information about health services use, symptom recognition, compliance, medication use, treatment protocols, and medical procedures. Parents also exchanged tailored emotional support through comparison, empathy, encouragement, and hope. Building upon previous research documenting that social media use can widen and diversify support networks, our findings show that cancer caregivers access specialized health-related informational and emotional support through communication with others who have experienced the same illness on personal Facebook pages. These findings have implications for health communication practice and offer evidence to tailor M-Health interventions that leverage existing social media platforms to enhance peer support for patients and caregivers. {\textcopyright} 2017 Taylor {\&} Francis.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract describes an empirical study involving content analysis, which meets this criterion.
  
- **IC2 (Media content or market analysis):** The study focuses on communication on Facebook, which is a form of media content. However, the focus is on health-related support rather than media content or market analysis in the context of political communication.

- **IC3 (Diversity analysis in media):** The abstract does not address diversity analysis in media. It focuses on health-related support and communication among people with experiential similarity, which does not align with the diversity analysis in media as required by the inclusion criteria.

- **EC2 (No media content/market focus):** The study does involve media content (Facebook), but the focus is on health communication rather than media content or market analysis relevant to political communication.

- **EC3 (Media as context only):** The media (Facebook) is central to the study, but the focus is on health communication, not media diversity or political communication.

- **EC5 (No diversity focus):** There is no focus on diversity in the context of media; the study is about health-related support exchanges.

- **EC6 (Non-media diversity focus):** The study does not focus on media diversity; it focuses on health-related support among individuals with similar experiences.

Overall, the abstract does not meet the key inclusion criteria related to media diversity in political communication, and it primarily focuses on health communication, which is outside the scope of the systematic literature review.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:49:38.934842
12,"{Right to be forgotten: How national identity, political orientation, and capitalist ideology structured a trans-atlantic debate on information access and control}","This study examines U.S. and British media coverage of the right to be
forgotten in the light of their legal approaches and public attitudes
toward privacy. Algorithmic and qualitative textual analysis techniques
are combined to uncover the ideologies and interests that structure the
discourse and shape its outcome. The analysis reveals that U.S. media,
irrespective of their perceived liberal or conservative orientation,
treat users' online privacy as subservient to the business interests of
technology companiesin line with the country's lax legal approach. The
coverage is more diverse in Britain, where the legal concept of privacy
is also more stringent.",True,False,1,0,2,2,0,0,"**Relevance Score:** 2

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract indicates empirical research through the use of algorithmic and qualitative textual analysis techniques. This criterion is met.

- **IC2 (Media content or market analysis):** The study involves media coverage analysis, which aligns with media content analysis. This criterion is met.

- **IC3 (Diversity analysis in media):** The abstract mentions that the coverage is more diverse in Britain, but it does not focus on diversity analysis in terms of media diversity concepts like filter bubbles, echo chambers, or newsroom diversity. The mention of diversity is more about the legal and ideological differences rather than a focused analysis on media diversity. This criterion is not met.

- **EC1 (Non-peer-reviewed content):** There is no indication that the content is non-peer-reviewed. This criterion is not applicable.

- **EC2 (No media content/market focus):** The abstract does focus on media content, so this exclusion criterion is not applicable.

- **EC3 (Media as context only):** Media is central to the analysis, so this exclusion criterion is not applicable.

- **EC4 (Fictional media content):** The study does not focus on fictional media content. This criterion is not applicable.

- **EC5 (No diversity focus):** The abstract does not have a primary focus on diversity in media as defined by the inclusion criteria. This criterion is met.

- **EC6 (Non-media diversity focus):** The diversity mentioned is not focused on media diversity as per the inclusion criteria. This criterion is met.

- **EC7 (Peripheral diversity mention):** The mention of diversity is peripheral and not the primary focus of the study. This criterion is met.

- **EC8 (Superficial diversity reference):** The diversity reference is superficial and not analyzed in depth. This criterion is met.

Overall, while the study involves media content analysis, it does not focus on media diversity as required by the inclusion criteria. The mention of diversity is not aligned with the specific focus on media diversity concepts. Therefore, the abstract is minimally relevant to the systematic literature review on media diversity in political communication.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:49:48.116432
13,{Towards DIVERSity in young adult fiction: Australian YA authors' publishing experiences and its implications for YA librarians and readers' advisory services},"Based on a study of Australian young adult (YA) fiction authors, this paper argues that it is necessary for publishers, booksellers, and YA librarians to pay attention to the global movement towards diversity: diversity within their own organisations, diversity among authors they publish, stock, or collect, and representations of diversity within YA fiction. The mainstream attention to diversity has particularly focused on media for young people, with advocates stating that children and teenagers from traditionally marginalised communities deserve to see their own experiences reflected and validated in the media they consume. This paper looks at diversity in writing and traditional publishing through interviews with Australian YA authors (conducted in 2016) from traditionally marginalised or unacknowledged communities, especially as it relates to their transition from reader to writer, and their experience of the publishing journey. A critical discourse analysis of the interviews point to a need for more diversity representations in YA fiction, and also the need for a change in industry practices to enable this, including publishing, bookselling, and library practices. Abbreviations: YA - Young Adult Fiction WNDB - We Need Diverse Books CDA - Critical Discourse Analysis. {\textcopyright} 2018, {\textcopyright} 2018 Australian Library {\&} Information Association.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract indicates empirical research through interviews with authors, which meets this criterion.
  
- **IC2 (Media content or market analysis):** The focus is on young adult fiction, which is a form of fictional media content. This does not meet the criterion as the review is focused on non-fictional media content or market analysis.

- **IC3 (Diversity analysis in media):** While the abstract discusses diversity, it is specifically about diversity in young adult fiction, which is fictional content. This does not align with the focus on media diversity in political communication.

- **EC1 (Non-peer-reviewed content):** The abstract does not indicate non-peer-reviewed content, so this criterion is not applicable.

- **EC2 (No media content/market focus):** The abstract does focus on media content, but it is fictional, which is not the focus of the review.

- **EC3 (Media as context only):** The media is central to the analysis, but it is fictional media, which is not the focus of the review.

- **EC4 (Fictional media content):** The abstract focuses on young adult fiction, which is fictional media content, thus meeting this exclusion criterion.

- **EC5 (No diversity focus):** There is a focus on diversity, but it is within the context of fictional media, which is not the focus of the review.

- **EC6 (Non-media diversity focus):** The diversity focus is on fictional media, which does not meet the inclusion criteria.

- **EC7 (Peripheral diversity mention):** Diversity is a central theme, but it is within the context of fictional media.

- **EC8 (Superficial diversity reference):** The diversity discussion is not superficial, but it is not relevant to the review's focus on non-fictional media diversity.

Overall, the abstract does not meet the inclusion criteria due to its focus on fictional media content, which is explicitly excluded from the review.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:49:57.477241
14,{Reinventing the heights: the origins of rockclimbing culture in Australia},"Australian rockclimbing culture and climbers have been imagined in a
particular way with the late nineteenth- and early twentieth-century
press playing a key role. Australian landscapes, including mountains,
were incorporated into Indigenous cosmology for millennia before
Aboriginal people discovered Europeans. But with the colonial invasion,
the very nature of the landscape in the new colony meant that climbing
culture was bound to take on a different persona from its European
antecedent and undergo a rethinking or reinvention process. Figuring
strongly in this discursive reconstruction was the particular geography
of one region in Australia - southeast Queensland - with its diverse
collection of volcanic peaks within range of a major population centre,
along with a climate that encouraged the emergence of a set of
complementary leisure activities. This article explores the emergence of
rockclimbing culture in Australia from a range of often competing and
contradictory discourses - Aboriginal cosmology, a unique landscape, the
influence of the European idea of climbing and charismatic, visionary
individuals. From the turn of the twentieth century, the role of local
newspapers and magazines was a crucial element in this imagining process
creating briefly a space for female climbers that has only recently been
reclaimed. From the late 1880s, and particularly during the 1920s and
1930s, press reports of climbing and associated activities offered new
ways of conceptualizing mountains and their place in shaping Australian
culture.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Here's the evaluation based on the provided criteria:

- **IC1 (Empirical or theoretical research):** The abstract does not indicate empirical research or theoretical framework development related to media diversity in political communication. It focuses on the cultural history of rock climbing in Australia.

- **IC2 (Media content or market analysis):** While the abstract mentions the role of local newspapers and magazines, the focus is not on media content or market analysis in the context of political communication. The media is used as a context to discuss the cultural development of rock climbing, not as a central subject of analysis.

- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in media, such as filter bubbles, echo chambers, or newsroom diversity. The abstract discusses cultural diversity in the context of rock climbing, not media diversity.

- **EC1 (Non-peer-reviewed content):** The abstract does not specify the peer-review status, but this criterion is not the primary reason for exclusion.

- **EC2 (No media content/market focus):** The abstract does not focus on media content or market analysis relevant to political communication.

- **EC3 (Media as context only):** The media is used as a context to discuss the cultural development of rock climbing, not as a central subject of analysis.

- **EC4 (Fictional media content):** Not applicable, as the abstract does not focus on fictional content.

- **EC5 (No diversity focus):** The abstract does not focus on diversity in media; it discusses cultural diversity in rock climbing.

- **EC6 (Non-media diversity focus):** The diversity focus is on cultural aspects of rock climbing, not on media diversity.

- **EC7 (Peripheral diversity mention):** There is no mention of media diversity, even peripherally.

- **EC8 (Superficial diversity reference):** There is no reference to media diversity.

Overall, the abstract is not relevant to the systematic literature review's focus on media diversity in political communication, as it does not meet any of the inclusion criteria and is primarily focused on cultural history rather than media analysis.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:50:07.495389
15,{SCENT: Scalable Compressed Monitoring of Evolving Multirelational SOCIAL NETWORKs},"We propose SCENT, an innovative, scalable spectral analysis framework
for internet scale monitoring of multirelational social media data,
encoded in the form of tensor streams. In particular, a significant
challenge is to detect key changes in the social media data, which could
reflect important events in the real world, sufficiently quickly. Social
media data have three challenging characteristics. First, data sizes are
enormous; recent technological advances allow hundreds of millions of
users to create and share content within online social networks. Second,
social data are often multifaceted (i.e., have many dimensions of
potential interest, from the textual content to user metadata). Finally,
the data is dynamic; structural changes can occur at multiple time
scales and be localized to a subset of users. Consequently, a framework
for extracting useful information from social media data needs to scale
with data volume, and also with the number and diversity of the facets
of the data. In SCENT, we focus on the computational cost of structural
change detection in tensor streams. We extend compressed sensing (CS) to
tensor data. We show that, through the use of randomized tensor
ensembles, SCENT is able to encode the observed tensor streams in the
form of compact descriptors. We show that the descriptors allow very
fast detection of significant spectral changes in the tensor stream,
which also reduce data collection, storage, and processing costs.
Experiments over synthetic and real data show that SCENT is faster
(17.7x- 159x for change detection) and more accurate (above 0.9 F-score)
than baseline methods.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** The abstract for ""SCENT: Scalable Compressed Monitoring of Evolving Multirelational SOCIAL NETWORKs"" does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Here's the evaluation based on the provided criteria:

- **IC1 (Empirical or theoretical research):** The abstract describes a theoretical framework (SCENT) for monitoring social media data, which aligns with IC1. However, this alone is not sufficient for inclusion.
  
- **IC2 (Media content or market analysis):** The focus is on the technical aspects of monitoring social media data rather than analyzing media content or markets. The abstract does not discuss news media, non-fictional TV shows, or news articles, which are required for inclusion.

- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in the abstract. Key terms related to diversity, such as filter bubbles, echo chambers, or media market diversity, are absent.

- **EC2 (No media content/market focus):** The abstract focuses on the technical framework for data monitoring rather than media content or market analysis, which is central to the review's focus.

- **EC3 (Media as context only):** The abstract uses social media data as a context for demonstrating the framework's capabilities, not as a central focus of analysis.

- **EC5 (No diversity focus):** There is no focus on diversity in the abstract, which is a critical component for inclusion.

Given these points, the abstract does not align with the core focus of the review, which is on media diversity in political communication. Therefore, it is rated as ""Not Relevant"" with a score of 1.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:50:14.264890
16,{Understanding NEWS sharing in SOCIAL MEDIA: An explanation from the diffusion of innovations theory},"Purpose: The purpose of this paper is to draw from the diffusion of innovations theory to explore multi-levels of influences (i.e. individuals, networks, news attributes) on news sharing in social media. Design/methodology/approach: A survey was designed and administered to 309 respondents. Structural equation modelling analysis was conducted to examine the three levels of influential factors. These included self-perceptions of opinion leadership and seeking at the individual level, perceived tie strength and homophily at the network level, and finally, perceived news credibility and news preference at the news attribute level. Findings: The results revealed that the influences of self-perceptions of opinion leadership, perceived tie strength in online networks and perceived preference of online news had significant effects on users' news sharing intention in social media. However, self-perceptions of opinion seeking, homophily, and perceived news credibility were not significant. Originality/value: This is one of the first studies on news sharing in social media that focus on diverse levels of influential factors. In particular, the research suggests the viability of the diffusion of innovations theory to explain this pervasive global phenomenon. Further, the influential factors identified may help to stimulate active participation in social media platforms and ultimately enhance the sustainability of these platforms. {\textcopyright} Emerald Group Publishing Limited.",False,False,0,0,2,2,0,0,"**Relevance Score:** 2

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract indicates empirical research through the use of a survey and structural equation modeling analysis, which aligns with IC1.

- **IC2 (Media content or market analysis):** The focus is on news sharing in social media, which involves media content. This partially aligns with IC2, as it involves news media.

- **IC3 (Diversity analysis in media):** The abstract does not mention any diversity analysis in media. There are no key terms related to diversity such as filter bubbles, echo chambers, or media market diversity. This criterion is not met.

- **EC1 (Non-peer-reviewed content):** The abstract is published by Emerald Group Publishing Limited, suggesting it is peer-reviewed, so EC1 is not applicable.

- **EC2 (No media content/market focus):** The study does focus on media content (news sharing), so EC2 is not applicable.

- **EC3 (Media as context only):** The media is central to the analysis, focusing on news sharing in social media, so EC3 is not applicable.

- **EC4 (Fictional media content):** The study does not involve fictional media content, so EC4 is not applicable.

- **EC5 (No diversity focus):** There is no focus on diversity in the media content or market, which is a critical exclusion criterion. This criterion is met.

- **EC6 (Non-media diversity focus):** The study does not focus on diversity within media content or market, which aligns with EC6.

- **EC7 (Peripheral diversity mention):** There is no mention of diversity, peripheral or otherwise, in the abstract.

- **EC8 (Superficial diversity reference):** There is no superficial reference to diversity in the abstract.

Overall, while the study is empirical and involves media content, it lacks any focus on diversity analysis in media, which is a crucial inclusion criterion. Therefore, it should likely be excluded.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:50:22.374974
17,{Reviewing person's value of privacy of online SOCIAL NETWORKing},"Purpose - The paper aims at a multi-faceted review of scholarly work,
analyzing the current state of empirical studies dealing with privacy
and online social networking (OSN) as well as the theoretical
``puzzle{\{}''{\}} of privacy approaches related to OSN usage from the
background of diverse disciplines. Drawing on a more pragmatic and
practical level, aspects of privacy management are presented as well.
Design/methodology/approach - Based on individual privacy concerns and
also publicly communicated threats, information privacy has become an
important topic of public and scholarly discussion. Beside diverse
positive aspects of OSN sites for users, their information is for
example also being used for data mining and profiling, pre-recruiting
information as well as economic espionage. This review highlights
information privacy mainly from an individual point-of-view, focusing on
the usage of OSN sites (OSNs).
Findings - This analysis of scholarly work shows the following findings:
first, adults seem to be more concerned about potential privacy threats
than younger users; second, policy makers should be alarmed by a large
part of users who underestimate risks of their information privacy on
OSNs; third, in the case of using OSNs and its services, traditional
one-dimensional privacy approaches fall short. Hence, findings of this
paper further highlight the necessity to focus on multidimensional and
multidisciplinary frameworks of privacy, for example considering a
so-called ``privacy calculus paradigm{\{}''{\}} and rethinking ``fair
information practices{\{}''{\}} from a more and more ubiquitous environment of
OSNs.
Originality/value - The results of the work presented in this paper give
new opportunities for research as well as suggestions for privacy
management issues for OSN providers and users.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

The abstract does not meet the inclusion criteria for the following reasons:

- **IC1 (Empirical or theoretical research):** While the abstract mentions a review of scholarly work and theoretical approaches to privacy, it does not indicate original empirical research or the development of a new theoretical framework specifically related to media diversity in political communication.

- **IC2 (Media content or market analysis):** The focus of the abstract is on privacy concerns related to online social networking (OSN), not on media content or market analysis. There is no mention of analyzing media content such as news media or non-fictional TV shows.

- **IC3 (Diversity analysis in media):** The abstract does not address diversity analysis in media. It focuses on privacy issues rather than diversity-related topics such as filter bubbles, echo chambers, or media market diversity.

The abstract also meets several exclusion criteria:

- **EC2 (No media content/market focus):** The primary focus is on privacy in online social networking, not on media content or market analysis.

- **EC3 (Media as context only):** The abstract uses online social networking as a context for discussing privacy, not as a central focus for media analysis.

- **EC5 (No diversity focus):** There is no focus on diversity in the abstract. The discussion centers around privacy concerns and management.

Overall, the abstract is not relevant to the systematic literature review on media diversity in political communication, as it does not align with the inclusion criteria and meets several exclusion criteria.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:50:28.858913
18,{The 'urban age' in question},"Foreboding declarations about contemporary urban trends pervade early twenty-first century academic, political and journalistic discourse. Among the most widely recited is the claim that we now live in an 'urban age' because, for the first time in human history, more than half the world's population today purportedly lives within cities. Across otherwise diverse discursive, ideological and locational contexts, the urban age thesis has become a form of doxic common sense around which questions regarding the contemporary global urban condition are framed. This article argues that, despite its long history and its increasingly widespread influence, the urban age thesis is a flawed basis on which to conceptualize world urbanization patterns: it is empirically untenable (a statistical artifact) and theoretically incoherent (a chaotic conception). This critique is framed against the background of postwar attempts to measure the world's urban population, the main methodological and theoretical conundrums of which remain fundamentally unresolved in early twenty-first century urban age discourse. The article concludes by outlining a series of methodological perspectives for an alternative understanding of the contemporary global urban condition. {\textcopyright} 2013 Urban Research Publications Limited.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

The abstract titled ""The 'urban age' in question"" does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Here's the evaluation based on the provided criteria:

- **IC1 (Empirical or theoretical research):** The abstract does discuss theoretical perspectives, but it is focused on urbanization rather than media or political communication.
  
- **IC2 (Media content or market analysis):** The abstract does not focus on media content or market analysis. It is centered on urbanization trends and the concept of the 'urban age,' which is unrelated to media content or markets.

- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in media. The abstract does not discuss any aspects of media diversity, such as filter bubbles, echo chambers, or newsroom diversity.

- **EC2 (No media content/market focus):** The abstract is excluded based on this criterion as it does not focus on media content or markets. The term ""media"" is not even mentioned in the abstract.

- **EC3 (Media as context only):** The abstract does not use media as a context; it is entirely focused on urbanization.

- **EC5 (No diversity focus):** There is no focus on diversity in the abstract. It discusses urbanization trends without any reference to diversity in media or political communication.

Overall, the abstract is not relevant to the systematic literature review's focus on media diversity in political communication, as it does not address any of the key inclusion criteria and is entirely outside the scope of the review.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:50:35.505458
19,{Slack: Adopting Social-Networking Platforms for Active Learning},"Online learning in postsecondary institutions has increased dramatically across the United States and Canada. Although research demonstrates the benefits of online learning for student success, instructors face challenges in facilitating communication, delivering course content, and navigating outdated and cumbersome technologies. The authors examine the use of a free third-party platform called Slack as a tool to facilitate better communication among students and faculty, enable the delivery of diverse and dynamic course content, and reach students in an online course that supports both independent and collaborative learning. The authors present a case study of Slack's use in an online second-year environmental politics course taught at a large Canadian public university. There is a significant and growing literature on how to best engage students in online learning, including active and social learning models as promising approaches to digital teaching. The authors argue that using collaborative social technologies such as Slack - which both replicates and integrates the online and social-media environments that students already inhabit - can assist faculty in meeting their pedagogical goals online. The article documents the instructors' experience in managing discussion and involving students in their online learning through active learning exercises. Best practices are examined. {\textcopyright} 2018 American Political Science Association.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication:

- **IC1 (Empirical or theoretical research):** The abstract describes a case study, which is empirical research. However, the focus is not on media diversity or political communication, but rather on educational technology and pedagogy.

- **IC2 (Media content or market analysis):** The abstract does not focus on media content or market analysis. It discusses the use of Slack, a social-networking platform, in an educational context, which does not align with the focus on media content or market analysis.

- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in media. The abstract focuses on educational outcomes and the use of technology in teaching, not on diversity in media content or markets.

The abstract also meets several exclusion criteria:

- **EC2 (No media content/market focus):** The focus is on educational technology and pedagogy, not on media content or market analysis.

- **EC3 (Media as context only):** Slack is used as a tool for communication in an educational setting, not as a central focus of media analysis.

- **EC5 (No diversity focus):** There is no focus on diversity in the context of media; the term ""diverse"" is used in relation to course content, not media diversity.

Overall, the abstract is not relevant to the review's focus on media diversity in political communication, leading to a relevance score of 1.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:50:42.062123
20,{User-centered Design of Business Communities. The Influence of DIVERSity Factors on Motives to use Communities in Professional Settings},"The professional use and implementation of social media or social media related applications are booming. Solutions like business internal communities promise to connect employees in a more flexible way than old-fashioned mailing lists or static network drives ever could. New solutions are perceived to support communication independent from time and space and in allow a more flexible way of communicating direct as well as indirect through the offer of different communication media (chat, voice over IP, mail, blog, etc.). But in contrast to remarkably good application scenarios, reality is not keeping up. Therefore more investigations of usage conditions and acceptance parameters are needed to find out which showstoppers interfere with a successful implementation. Due to the fact that acceptance by future users is one core condition for a successful implementation of software within operational structures and processes, this paper presents a study with focus on motivational issues to use business communities depending on diversity factors. In this study the focus is set on the diversity factors age, gender, social media expertise, achievement motivation, and perceived locus of control over technology (ploc). First results revealed that the classical user diversity variables age and gender do not influence the motives to use business communities. In contrast technology related diversity factors and achievement motivation revealed correlations with usage motives (r {\textgreater}. 3). The most important motives were the need for information and autonomy. Achievement motivation showed the strongest correlation with the need for social interaction (r =. 51), indicating that highly motivated people can be motivated to use a SNS if it facilitates social interaction. {\textcopyright} 2015",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** 

- **IC1 (Empirical or theoretical research):** The abstract does indicate empirical research as it mentions a study focusing on motivational issues to use business communities. However, this alone is not sufficient for inclusion.
  
- **IC2 (Media content or market analysis):** The abstract does not focus on media content or market analysis. It discusses the use of social media applications in professional settings, which does not align with the focus on media content or market analysis as required by the criteria.

- **IC3 (Diversity analysis in media):** The abstract mentions diversity factors such as age, gender, and technology-related diversity factors, but these are in the context of user diversity in professional settings, not media diversity. The focus is on user characteristics influencing the use of business communities, not on diversity within media content or markets.

- **EC2 (No media content/market focus):** The abstract is excluded based on this criterion as it does not focus on media content or market analysis. The context is professional use of social media applications, not media content or market.

- **EC5 (No diversity focus):** While diversity is mentioned, it is not in the context of media diversity. The focus is on user diversity factors affecting the use of business communities, which does not meet the criteria for media diversity analysis.

- **EC6 (Non-media diversity focus):** The diversity focus is on user characteristics (age, gender, etc.) rather than diversity within media content or markets, which is required for inclusion.

Overall, the abstract does not meet the necessary inclusion criteria related to media content or market analysis and media diversity focus, leading to a relevance score of 1.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:50:49.489360
21,{Downstream performance prediction for a manufacturing system using neural networks and six-sigma improvement techniques},"Intelligent techniques have been applied in a range of industrial environments [Meziane F, Vadera S, Kobbacy K, Proudlove N. Intelligent systems in manufacturing: current developments and future prospects. Integrated Manuf Syst 2000;11(4):218-38; Stephanopoulos G, Han C. Intelligent systems in process engineering: a review. Comput Chem Eng, 1996;20 (6-7):743-91; Johnston AB, Maguire LP, McGinnity TM. Using business improvement techniques to inform the optimisation of production cycle time: an industrial case study. Proceedings of the IEEE SMC UK-RI Chapter conference 2004 on intelligent cybernetic systems. September 7-8, 2004 ISSN:1744-9189; Proudlove NC, Vadera S, Kobbacy KAH. Intelligent management systems in operations: A review. J Oper Res Soc, 1998;49(7):682-99] although their implementation is not the first choice of many process engineers. In contrast process engineers in a diverse range of manufacturing environments regularly deploy business improvement techniques, such as the six-sigma methodology. Such techniques aim to control and subsequently identify the relationship between the process inputs and outputs so that a process engineer can more accurately predict how the process output shall perform based on the system inputs. Factors such as cost reduction, automatic process control or simply process prediction may be the defining factors in establishing prediction models. In this paper the authors use as a case study the manufacture of hard disc drives, from the developing of the read-write head to the recording media and the overall construction of the hard disc drive with its controlling mechanisms. Each of these stages are separate and complex-processing elements and integral to the functionality of the end product. In addition each of these stages of manufacturing may take days or weeks to complete and be processed in separate facilities and/or countries. This paper reports on the application of intelligent system techniques to improve the downstream performance prediction within this manufacturing environment. The application is guided by a six-sigma methodology to obtain improved performance. The results highlight that significant downstream prediction accuracy can be obtained using this hybrid approach. {\textcopyright} 2008 Elsevier Ltd. All rights reserved.",False,False,0,0,1,1,0,0,"**Relevance Score:** 1

**Reasoning:** The abstract does not meet the inclusion criteria for the systematic literature review on media diversity in political communication. Specifically:

- **IC1 (Empirical or theoretical research):** While the abstract describes empirical research, it is focused on manufacturing systems and not on media or political communication.
- **IC2 (Media content or market analysis):** The abstract does not involve any analysis of media content or media markets. It is centered on manufacturing processes and performance prediction.
- **IC3 (Diversity analysis in media):** There is no mention of diversity analysis in media. The focus is on manufacturing and process improvement techniques.

The abstract also meets several exclusion criteria:

- **EC2 (No media content/market focus):** The abstract does not focus on media content or markets. The term ""media"" is used in the context of manufacturing (recording media), which is unrelated to the review's focus.
- **EC3 (Media as context only):** Media is not central to the analysis; it is mentioned as part of the manufacturing process.
- **EC5 (No diversity focus):** There is no focus on diversity in any form related to media.
- **EC6 (Non-media diversity focus):** The abstract does not address diversity in media; it is about manufacturing processes.

Overall, the abstract is completely outside the scope of the review, which is focused on media diversity in political communication.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:50:57.353432
22,{Where are the borders of MEDIA capitalism in Slovenia?},"The development in the Slovenian media market suggests that media
legislation that is dominated by a free market ideology does not prevent
the concentration of media capital. The process of media privatisation
takes different courses in print media and in broadcasting. The main
problems relate to (1)the non-transparency of privatisation processes,
(2) media as family business, (3) cross-media ownership, (4) the
impairment of public capital, (5) hostile take-overs. The authors
analyse five forms of media ownership concentration in Slovenia: (1)
chains - the same company owns more than the ``normal{\{}''{\}} number of
media of the same kind in the state; (2) networks - a holding company
produces programs and distributes them with the help of local stations
that are members of its network, but have their own legal independence;
(3) cross-media ownership - media companies include different kinds of
media in their portfolio; (4) conglomerates - corporations whose main
activity pertains to a different branch of the economy acquire a media
company; (5) vertical integration - mergers in programming production,
distribution, publishing activities, etc. Experiences with the
``deregulation{\{}''{\}} demonstrate that just an increase of the number of
available channels or the expansion of new print media does not
automatically increase the diversity of contents and sources.",False,False,0,0,4,4,1,1,"**Relevance Score:** 4

**Reasoning:** 

The abstract is relevant to the systematic literature review on media diversity in political communication for the following reasons:

- **IC1 (Empirical or theoretical research):** The abstract indicates an analysis of media ownership concentration in Slovenia, which suggests empirical research on media market structures. This aligns with the inclusion criterion for empirical research.

- **IC2 (Media content or market analysis):** The abstract focuses on the Slovenian media market, discussing media legislation, privatisation, and ownership concentration. This clearly involves media market analysis, meeting this inclusion criterion.

- **IC3 (Diversity analysis in media):** The abstract explicitly mentions the impact of deregulation on the diversity of contents and sources, indicating a focus on media diversity. This aligns with the inclusion criterion for diversity analysis.

- **EC1 (Non-peer-reviewed content):** There is no indication that the content is non-peer-reviewed, so this exclusion criterion does not apply.

- **EC2 (No media content/market focus):** The abstract is centered on media market focus, so this exclusion criterion does not apply.

- **EC3 (Media as context only):** Media is central to the analysis, not just a context, so this exclusion criterion does not apply.

- **EC4 (Fictional media content):** The abstract does not involve fictional media content, so this exclusion criterion does not apply.

- **EC5 (No diversity focus):** The abstract discusses diversity in terms of content and sources, so this exclusion criterion does not apply.

- **EC6 (Non-media diversity focus):** The focus is on media diversity, not non-media diversity, so this exclusion criterion does not apply.

- **EC7 (Peripheral diversity mention):** Diversity is a primary focus of the analysis, not a peripheral mention, so this exclusion criterion does not apply.

- **EC8 (Superficial diversity reference):** The abstract provides a substantive discussion on diversity, not a superficial reference, so this exclusion criterion does not apply.

Overall, the abstract meets the key inclusion criteria and does not trigger any exclusion criteria, making it relevant to the review. However, it does not provide detailed empirical data or theoretical framework development, which is why it is rated as a 4 rather than a 5.",008,LB,SYS_001,USR_006,gpt-4o,0.0,2025-08-14T10:51:05.250135
